"LUI","combo"
1.5,"Poa_pra.Lol_per.Tri_fla.Her_sph.Hol_lan"
1.5,"Poa_pra.Lol_per.Ely_rep.Ran_acr.Her_sph"
1.5,"Poa_pra.Lol_per.Ely_rep.Ran_acr.Hol_lan"
1.5,"Poa_pra.Lol_per.Ely_rep.Her_sph.Hol_lan"
1.5,"Poa_pra.Lol_per.Ely_rep.Her_sph.Car_hir"
1.5,"Poa_pra.Lol_per.Ely_rep.Hol_lan.Car_hir"
1.5,"Poa_pra.Lol_per.Ran_acr.Her_sph.Hol_lan"
1.5,"Poa_pra.Lol_per.Ran_acr.Hol_lan.Car_hir"
1.5,"Poa_pra.Lol_per.Her_sph.Hol_lan.Car_hir"
1.5,"Poa_pra.Tri_fla.Ely_rep.Ran_acr.Her_sph"
1.5,"Poa_pra.Tri_fla.Ely_rep.Ran_acr.Hol_lan"
1.5,"Poa_pra.Tri_fla.Ely_rep.Her_sph.Hol_lan"
1.5,"Poa_pra.Tri_fla.Ran_acr.Her_sph.Hol_lan"
1.5,"Poa_pra.Ely_rep.Ran_acr.Her_sph.Hol_lan"
1.5,"Poa_pra.Ely_rep.Ran_acr.Her_sph.Car_hir"
1.5,"Poa_pra.Ely_rep.Ran_acr.Hol_lan.Car_hir"
1.5,"Poa_pra.Ely_rep.Her_sph.Hol_lan.Car_hir"
1.5,"Poa_pra.Ran_acr.Her_sph.Hol_lan.Car_hir"
1.5,"Alo_pra.Tar_off.Lol_per.Tri_fla.Ely_rep"
1.5,"Alo_pra.Tar_off.Lol_per.Tri_fla.Ran_acr"
1.5,"Alo_pra.Tar_off.Lol_per.Tri_fla.Her_sph"
1.5,"Alo_pra.Tar_off.Lol_per.Tri_fla.Hol_lan"
1.5,"Alo_pra.Tar_off.Lol_per.Ely_rep.Ran_acr"
1.5,"Alo_pra.Tar_off.Lol_per.Ely_rep.Her_sph"
1.5,"Alo_pra.Tar_off.Lol_per.Ely_rep.Hol_lan"
1.5,"Alo_pra.Tar_off.Lol_per.Ely_rep.Car_hir"
1.5,"Alo_pra.Tar_off.Lol_per.Ran_acr.Her_sph"
1.5,"Alo_pra.Tar_off.Lol_per.Ran_acr.Hol_lan"
1.5,"Alo_pra.Tar_off.Lol_per.Her_sph.Hol_lan"
1.5,"Alo_pra.Tar_off.Lol_per.Her_sph.Car_hir"
1.5,"Alo_pra.Tar_off.Lol_per.Hol_lan.Car_hir"
1.5,"Alo_pra.Tar_off.Tri_fla.Ely_rep.Ran_acr"
1.5,"Alo_pra.Tar_off.Tri_fla.Ely_rep.Her_sph"
1.5,"Alo_pra.Tar_off.Tri_fla.Ely_rep.Hol_lan"
1.5,"Alo_pra.Tar_off.Tri_fla.Ran_acr.Her_sph"
1.5,"Alo_pra.Tar_off.Tri_fla.Ran_acr.Hol_lan"
1.5,"Alo_pra.Tar_off.Tri_fla.Her_sph.Hol_lan"
1.5,"Alo_pra.Tar_off.Ely_rep.Ran_acr.Her_sph"
1.5,"Alo_pra.Tar_off.Ely_rep.Ran_acr.Hol_lan"
1.5,"Alo_pra.Tar_off.Ely_rep.Ran_acr.Car_hir"
1.5,"Alo_pra.Tar_off.Ely_rep.Her_sph.Hol_lan"
1.5,"Alo_pra.Tar_off.Ely_rep.Her_sph.Car_hir"
1.5,"Alo_pra.Tar_off.Ely_rep.Hol_lan.Car_hir"
1.5,"Alo_pra.Tar_off.Ran_acr.Her_sph.Hol_lan"
1.5,"Alo_pra.Tar_off.Ran_acr.Her_sph.Car_hir"
1.5,"Alo_pra.Tar_off.Ran_acr.Hol_lan.Car_hir"
1.5,"Alo_pra.Tar_off.Her_sph.Hol_lan.Car_hir"
1.5,"Alo_pra.Lol_per.Tri_fla.Ely_rep.Ran_acr"
1.5,"Alo_pra.Lol_per.Tri_fla.Ely_rep.Her_sph"
1.5,"Alo_pra.Lol_per.Tri_fla.Ely_rep.Hol_lan"
1.5,"Alo_pra.Lol_per.Tri_fla.Ran_acr.Her_sph"
1.5,"Alo_pra.Lol_per.Tri_fla.Ran_acr.Hol_lan"
1.5,"Alo_pra.Lol_per.Tri_fla.Her_sph.Hol_lan"
1.5,"Alo_pra.Lol_per.Ely_rep.Ran_acr.Her_sph"
1.5,"Alo_pra.Lol_per.Ely_rep.Ran_acr.Hol_lan"
1.5,"Alo_pra.Lol_per.Ely_rep.Her_sph.Hol_lan"
1.5,"Alo_pra.Lol_per.Ely_rep.Her_sph.Car_hir"
1.5,"Alo_pra.Lol_per.Ely_rep.Hol_lan.Car_hir"
1.5,"Alo_pra.Lol_per.Ran_acr.Her_sph.Hol_lan"
1.5,"Alo_pra.Lol_per.Her_sph.Hol_lan.Car_hir"
1.5,"Alo_pra.Tri_fla.Ely_rep.Ran_acr.Her_sph"
1.5,"Alo_pra.Tri_fla.Ely_rep.Ran_acr.Hol_lan"
1.5,"Alo_pra.Tri_fla.Ely_rep.Her_sph.Hol_lan"
1.5,"Alo_pra.Tri_fla.Ran_acr.Her_sph.Hol_lan"
1.5,"Alo_pra.Ely_rep.Ran_acr.Her_sph.Hol_lan"
1.5,"Alo_pra.Ely_rep.Ran_acr.Her_sph.Car_hir"
1.5,"Alo_pra.Ely_rep.Ran_acr.Hol_lan.Car_hir"
1.5,"Alo_pra.Ely_rep.Her_sph.Hol_lan.Car_hir"
1.5,"Alo_pra.Ran_acr.Her_sph.Hol_lan.Car_hir"
1.5,"Dac_glo.Tar_off.Lol_per.Tri_fla.Ely_rep"
1.5,"Dac_glo.Tar_off.Lol_per.Tri_fla.Ran_acr"
1.5,"Dac_glo.Tar_off.Lol_per.Tri_fla.Her_sph"
1.5,"Dac_glo.Tar_off.Lol_per.Tri_fla.Hol_lan"
1.5,"Dac_glo.Tar_off.Lol_per.Ely_rep.Ran_acr"
1.5,"Dac_glo.Tar_off.Lol_per.Ely_rep.Her_sph"
1.5,"Dac_glo.Tar_off.Lol_per.Ely_rep.Hol_lan"
1.5,"Dac_glo.Tar_off.Lol_per.Ely_rep.Car_hir"
1.5,"Dac_glo.Tar_off.Lol_per.Ran_acr.Her_sph"
1.5,"Dac_glo.Tar_off.Lol_per.Ran_acr.Hol_lan"
1.5,"Dac_glo.Tar_off.Lol_per.Ran_acr.Car_hir"
1.5,"Dac_glo.Tar_off.Lol_per.Her_sph.Hol_lan"
1.5,"Dac_glo.Tar_off.Lol_per.Her_sph.Car_hir"
1.5,"Dac_glo.Tar_off.Lol_per.Hol_lan.Car_hir"
1.5,"Dac_glo.Tar_off.Tri_fla.Ely_rep.Ran_acr"
1.5,"Dac_glo.Tar_off.Tri_fla.Ely_rep.Her_sph"
1.5,"Dac_glo.Tar_off.Tri_fla.Ely_rep.Hol_lan"
1.5,"Dac_glo.Tar_off.Tri_fla.Ran_acr.Her_sph"
1.5,"Dac_glo.Tar_off.Tri_fla.Ran_acr.Hol_lan"
1.5,"Dac_glo.Tar_off.Tri_fla.Ran_acr.Car_hir"
1.5,"Dac_glo.Tar_off.Tri_fla.Her_sph.Hol_lan"
1.5,"Dac_glo.Tar_off.Ely_rep.Ran_acr.Her_sph"
1.5,"Dac_glo.Tar_off.Ely_rep.Ran_acr.Hol_lan"
1.5,"Dac_glo.Tar_off.Ely_rep.Ran_acr.Car_hir"
1.5,"Dac_glo.Tar_off.Ely_rep.Her_sph.Hol_lan"
1.5,"Dac_glo.Tar_off.Ely_rep.Her_sph.Car_hir"
1.5,"Dac_glo.Tar_off.Ely_rep.Hol_lan.Car_hir"
1.5,"Dac_glo.Tar_off.Ran_acr.Her_sph.Hol_lan"
1.5,"Dac_glo.Tar_off.Ran_acr.Hol_lan.Car_hir"
1.5,"Dac_glo.Tar_off.Her_sph.Hol_lan.Car_hir"
1.5,"Dac_glo.Lol_per.Tri_fla.Ely_rep.Ran_acr"
1.5,"Dac_glo.Lol_per.Tri_fla.Ely_rep.Her_sph"
1.5,"Dac_glo.Lol_per.Tri_fla.Ely_rep.Hol_lan"
1.5,"Dac_glo.Lol_per.Tri_fla.Ran_acr.Her_sph"
1.5,"Dac_glo.Lol_per.Tri_fla.Ran_acr.Hol_lan"
1.5,"Dac_glo.Lol_per.Tri_fla.Her_sph.Hol_lan"
1.5,"Dac_glo.Lol_per.Ely_rep.Ran_acr.Her_sph"
1.5,"Dac_glo.Lol_per.Ely_rep.Ran_acr.Hol_lan"
1.5,"Dac_glo.Lol_per.Ely_rep.Her_sph.Hol_lan"
1.5,"Dac_glo.Lol_per.Ely_rep.Her_sph.Car_hir"
1.5,"Dac_glo.Lol_per.Ely_rep.Hol_lan.Car_hir"
1.5,"Dac_glo.Lol_per.Ran_acr.Her_sph.Hol_lan"
1.5,"Dac_glo.Lol_per.Ran_acr.Hol_lan.Car_hir"
1.5,"Dac_glo.Lol_per.Her_sph.Hol_lan.Car_hir"
1.5,"Dac_glo.Tri_fla.Ely_rep.Ran_acr.Her_sph"
1.5,"Dac_glo.Tri_fla.Ely_rep.Ran_acr.Hol_lan"
1.5,"Dac_glo.Tri_fla.Ely_rep.Her_sph.Hol_lan"
1.5,"Dac_glo.Tri_fla.Ran_acr.Her_sph.Hol_lan"
1.5,"Dac_glo.Ely_rep.Ran_acr.Her_sph.Hol_lan"
1.5,"Dac_glo.Ely_rep.Ran_acr.Hol_lan.Car_hir"
1.5,"Dac_glo.Ely_rep.Her_sph.Hol_lan.Car_hir"
1.5,"Tri_rep.Tar_off.Lol_per.Tri_fla.Ely_rep"
1.5,"Tri_rep.Tar_off.Lol_per.Tri_fla.Ran_acr"
1.5,"Tri_rep.Tar_off.Lol_per.Tri_fla.Her_sph"
1.5,"Tri_rep.Tar_off.Lol_per.Tri_fla.Hol_lan"
1.5,"Tri_rep.Tar_off.Lol_per.Ely_rep.Ran_acr"
1.5,"Tri_rep.Tar_off.Lol_per.Ely_rep.Her_sph"
1.5,"Tri_rep.Tar_off.Lol_per.Ely_rep.Hol_lan"
1.5,"Tri_rep.Tar_off.Lol_per.Ely_rep.Car_hir"
1.5,"Tri_rep.Tar_off.Lol_per.Ran_acr.Her_sph"
1.5,"Tri_rep.Tar_off.Lol_per.Ran_acr.Hol_lan"
1.5,"Tri_rep.Tar_off.Lol_per.Ran_acr.Car_hir"
1.5,"Tri_rep.Tar_off.Lol_per.Her_sph.Hol_lan"
1.5,"Tri_rep.Tar_off.Lol_per.Her_sph.Car_hir"
1.5,"Tri_rep.Tar_off.Lol_per.Hol_lan.Car_hir"
1.5,"Tri_rep.Tar_off.Tri_fla.Ely_rep.Ran_acr"
1.5,"Tri_rep.Tar_off.Tri_fla.Ely_rep.Her_sph"
1.5,"Tri_rep.Tar_off.Tri_fla.Ely_rep.Hol_lan"
1.5,"Tri_rep.Tar_off.Tri_fla.Ran_acr.Her_sph"
1.5,"Tri_rep.Tar_off.Tri_fla.Ran_acr.Hol_lan"
1.5,"Tri_rep.Tar_off.Tri_fla.Ran_acr.Car_hir"
1.5,"Tri_rep.Tar_off.Tri_fla.Her_sph.Hol_lan"
1.5,"Tri_rep.Tar_off.Ely_rep.Ran_acr.Her_sph"
1.5,"Tri_rep.Tar_off.Ely_rep.Ran_acr.Hol_lan"
1.5,"Tri_rep.Tar_off.Ely_rep.Ran_acr.Car_hir"
1.5,"Tri_rep.Tar_off.Ely_rep.Her_sph.Hol_lan"
1.5,"Tri_rep.Tar_off.Ely_rep.Her_sph.Car_hir"
1.5,"Tri_rep.Tar_off.Ely_rep.Hol_lan.Car_hir"
1.5,"Tri_rep.Tar_off.Ran_acr.Her_sph.Hol_lan"
1.5,"Tri_rep.Tar_off.Ran_acr.Her_sph.Car_hir"
1.5,"Tri_rep.Tar_off.Ran_acr.Hol_lan.Car_hir"
1.5,"Tri_rep.Tar_off.Her_sph.Hol_lan.Car_hir"
1.5,"Tri_rep.Lol_per.Tri_fla.Ely_rep.Ran_acr"
1.5,"Tri_rep.Lol_per.Tri_fla.Ely_rep.Her_sph"
1.5,"Tri_rep.Lol_per.Tri_fla.Ely_rep.Hol_lan"
1.5,"Tri_rep.Lol_per.Tri_fla.Ran_acr.Her_sph"
1.5,"Tri_rep.Lol_per.Tri_fla.Ran_acr.Hol_lan"
1.5,"Tri_rep.Lol_per.Tri_fla.Her_sph.Hol_lan"
1.5,"Tri_rep.Lol_per.Ely_rep.Ran_acr.Her_sph"
1.5,"Tri_rep.Lol_per.Ely_rep.Ran_acr.Hol_lan"
1.5,"Tri_rep.Lol_per.Ely_rep.Her_sph.Hol_lan"
1.5,"Tri_rep.Lol_per.Ely_rep.Her_sph.Car_hir"
1.5,"Tri_rep.Lol_per.Ely_rep.Hol_lan.Car_hir"
1.5,"Tri_rep.Lol_per.Ran_acr.Her_sph.Hol_lan"
1.5,"Tri_rep.Lol_per.Ran_acr.Hol_lan.Car_hir"
1.5,"Tri_rep.Lol_per.Her_sph.Hol_lan.Car_hir"
1.5,"Tri_rep.Tri_fla.Ely_rep.Ran_acr.Her_sph"
1.5,"Tri_rep.Tri_fla.Ely_rep.Ran_acr.Hol_lan"
1.5,"Tri_rep.Tri_fla.Ely_rep.Her_sph.Hol_lan"
1.5,"Tri_rep.Tri_fla.Ran_acr.Her_sph.Hol_lan"
1.5,"Tri_rep.Ely_rep.Ran_acr.Her_sph.Hol_lan"
1.5,"Tri_rep.Ely_rep.Ran_acr.Her_sph.Car_hir"
1.5,"Tri_rep.Ely_rep.Ran_acr.Hol_lan.Car_hir"
1.5,"Tri_rep.Ely_rep.Her_sph.Hol_lan.Car_hir"
1.5,"Tri_rep.Ran_acr.Her_sph.Hol_lan.Car_hir"
1.5,"Tar_off.Lol_per.Arr_ela.Tri_fla.Ely_rep"
1.5,"Tar_off.Lol_per.Arr_ela.Tri_fla.Ran_acr"
1.5,"Tar_off.Lol_per.Arr_ela.Tri_fla.Her_sph"
1.5,"Tar_off.Lol_per.Arr_ela.Tri_fla.Hol_lan"
1.5,"Tar_off.Lol_per.Arr_ela.Ely_rep.Ran_acr"
1.5,"Tar_off.Lol_per.Arr_ela.Ely_rep.Her_sph"
1.5,"Tar_off.Lol_per.Arr_ela.Ely_rep.Hol_lan"
1.5,"Tar_off.Lol_per.Arr_ela.Ely_rep.Car_hir"
1.5,"Tar_off.Lol_per.Arr_ela.Ran_acr.Her_sph"
1.5,"Tar_off.Lol_per.Arr_ela.Ran_acr.Hol_lan"
1.5,"Tar_off.Lol_per.Arr_ela.Her_sph.Hol_lan"
1.5,"Tar_off.Lol_per.Arr_ela.Her_sph.Car_hir"
1.5,"Tar_off.Lol_per.Arr_ela.Hol_lan.Car_hir"
1.5,"Tar_off.Lol_per.Fes_rub.Tri_fla.Ely_rep"
1.5,"Tar_off.Lol_per.Fes_rub.Tri_fla.Ran_acr"
1.5,"Tar_off.Lol_per.Fes_rub.Tri_fla.Her_sph"
1.5,"Tar_off.Lol_per.Fes_rub.Tri_fla.Hol_lan"
1.5,"Tar_off.Lol_per.Fes_rub.Ely_rep.Ran_acr"
1.5,"Tar_off.Lol_per.Fes_rub.Ely_rep.Her_sph"
1.5,"Tar_off.Lol_per.Fes_rub.Ely_rep.Hol_lan"
1.5,"Tar_off.Lol_per.Fes_rub.Ely_rep.Car_hir"
1.5,"Tar_off.Lol_per.Fes_rub.Ran_acr.Her_sph"
1.5,"Tar_off.Lol_per.Fes_rub.Ran_acr.Hol_lan"
1.5,"Tar_off.Lol_per.Fes_rub.Her_sph.Hol_lan"
1.5,"Tar_off.Lol_per.Fes_rub.Her_sph.Car_hir"
1.5,"Tar_off.Lol_per.Fes_rub.Hol_lan.Car_hir"
1.5,"Tar_off.Lol_per.Fes_pra.Tri_fla.Ely_rep"
1.5,"Tar_off.Lol_per.Fes_pra.Tri_fla.Ran_acr"
1.5,"Tar_off.Lol_per.Fes_pra.Tri_fla.Her_sph"
1.5,"Tar_off.Lol_per.Fes_pra.Tri_fla.Hol_lan"
1.5,"Tar_off.Lol_per.Fes_pra.Ely_rep.Ran_acr"
1.5,"Tar_off.Lol_per.Fes_pra.Ely_rep.Her_sph"
1.5,"Tar_off.Lol_per.Fes_pra.Ely_rep.Hol_lan"
1.5,"Tar_off.Lol_per.Fes_pra.Ely_rep.Car_hir"
1.5,"Tar_off.Lol_per.Fes_pra.Ran_acr.Her_sph"
1.5,"Tar_off.Lol_per.Fes_pra.Ran_acr.Hol_lan"
1.5,"Tar_off.Lol_per.Fes_pra.Ran_acr.Car_hir"
1.5,"Tar_off.Lol_per.Fes_pra.Her_sph.Hol_lan"
1.5,"Tar_off.Lol_per.Fes_pra.Her_sph.Car_hir"
1.5,"Tar_off.Lol_per.Fes_pra.Hol_lan.Car_hir"
1.5,"Tar_off.Lol_per.Tri_fla.Ely_rep.Tri_pra"
1.5,"Tar_off.Lol_per.Tri_fla.Ely_rep.Ran_rep"
1.5,"Tar_off.Lol_per.Tri_fla.Ely_rep.Bro_ere"
1.5,"Tar_off.Lol_per.Tri_fla.Ely_rep.Ran_acr"
1.5,"Tar_off.Lol_per.Tri_fla.Ely_rep.Bro_hor"
1.5,"Tar_off.Lol_per.Tri_fla.Ely_rep.Pla_lan"
1.5,"Tar_off.Lol_per.Tri_fla.Ely_rep.Her_sph"
1.5,"Tar_off.Lol_per.Tri_fla.Ely_rep.Hol_lan"
1.5,"Tar_off.Lol_per.Tri_fla.Ely_rep.Hel_pub"
1.5,"Tar_off.Lol_per.Tri_fla.Tri_pra.Ran_acr"
1.5,"Tar_off.Lol_per.Tri_fla.Tri_pra.Her_sph"
1.5,"Tar_off.Lol_per.Tri_fla.Tri_pra.Hol_lan"
1.5,"Tar_off.Lol_per.Tri_fla.Ran_rep.Ran_acr"
1.5,"Tar_off.Lol_per.Tri_fla.Ran_rep.Her_sph"
1.5,"Tar_off.Lol_per.Tri_fla.Ran_rep.Hol_lan"
1.5,"Tar_off.Lol_per.Tri_fla.Bro_ere.Ran_acr"
1.5,"Tar_off.Lol_per.Tri_fla.Bro_ere.Her_sph"
1.5,"Tar_off.Lol_per.Tri_fla.Ran_acr.Bro_hor"
1.5,"Tar_off.Lol_per.Tri_fla.Ran_acr.Pla_lan"
1.5,"Tar_off.Lol_per.Tri_fla.Ran_acr.Her_sph"
1.5,"Tar_off.Lol_per.Tri_fla.Ran_acr.Hol_lan"
1.5,"Tar_off.Lol_per.Tri_fla.Ran_acr.Hel_pub"
1.5,"Tar_off.Lol_per.Tri_fla.Ran_acr.Bra_pin"
1.5,"Tar_off.Lol_per.Tri_fla.Bro_hor.Her_sph"
1.5,"Tar_off.Lol_per.Tri_fla.Bro_hor.Hol_lan"
1.5,"Tar_off.Lol_per.Tri_fla.Pla_lan.Her_sph"
1.5,"Tar_off.Lol_per.Tri_fla.Pla_lan.Hol_lan"
1.5,"Tar_off.Lol_per.Tri_fla.Her_sph.Hol_lan"
1.5,"Tar_off.Lol_per.Tri_fla.Her_sph.Hel_pub"
1.5,"Tar_off.Lol_per.Tri_fla.Hol_lan.Hel_pub"
1.5,"Tar_off.Lol_per.Ely_rep.Tri_pra.Ran_acr"
1.5,"Tar_off.Lol_per.Ely_rep.Tri_pra.Her_sph"
1.5,"Tar_off.Lol_per.Ely_rep.Tri_pra.Hol_lan"
1.5,"Tar_off.Lol_per.Ely_rep.Tri_pra.Car_hir"
1.5,"Tar_off.Lol_per.Ely_rep.Ran_rep.Ran_acr"
1.5,"Tar_off.Lol_per.Ely_rep.Ran_rep.Her_sph"
1.5,"Tar_off.Lol_per.Ely_rep.Ran_rep.Hol_lan"
1.5,"Tar_off.Lol_per.Ely_rep.Ran_rep.Car_hir"
1.5,"Tar_off.Lol_per.Ely_rep.Bro_ere.Her_sph"
1.5,"Tar_off.Lol_per.Ely_rep.Bro_ere.Hol_lan"
1.5,"Tar_off.Lol_per.Ely_rep.Ran_acr.Bro_hor"
1.5,"Tar_off.Lol_per.Ely_rep.Ran_acr.Pla_lan"
1.5,"Tar_off.Lol_per.Ely_rep.Ran_acr.Her_sph"
1.5,"Tar_off.Lol_per.Ely_rep.Ran_acr.Hol_lan"
1.5,"Tar_off.Lol_per.Ely_rep.Ran_acr.Hel_pub"
1.5,"Tar_off.Lol_per.Ely_rep.Bro_hor.Her_sph"
1.5,"Tar_off.Lol_per.Ely_rep.Bro_hor.Hol_lan"
1.5,"Tar_off.Lol_per.Ely_rep.Bro_hor.Car_hir"
1.5,"Tar_off.Lol_per.Ely_rep.Pla_lan.Her_sph"
1.5,"Tar_off.Lol_per.Ely_rep.Pla_lan.Hol_lan"
1.5,"Tar_off.Lol_per.Ely_rep.Pla_lan.Car_hir"
1.5,"Tar_off.Lol_per.Ely_rep.Her_sph.Hol_lan"
1.5,"Tar_off.Lol_per.Ely_rep.Her_sph.Hel_pub"
1.5,"Tar_off.Lol_per.Ely_rep.Her_sph.Car_hir"
1.5,"Tar_off.Lol_per.Ely_rep.Hol_lan.Hel_pub"
1.5,"Tar_off.Lol_per.Ely_rep.Hol_lan.Car_hir"
1.5,"Tar_off.Lol_per.Tri_pra.Ran_acr.Her_sph"
1.5,"Tar_off.Lol_per.Tri_pra.Ran_acr.Hol_lan"
1.5,"Tar_off.Lol_per.Tri_pra.Her_sph.Hol_lan"
1.5,"Tar_off.Lol_per.Tri_pra.Her_sph.Car_hir"
1.5,"Tar_off.Lol_per.Tri_pra.Hol_lan.Car_hir"
1.5,"Tar_off.Lol_per.Ran_rep.Ran_acr.Her_sph"
1.5,"Tar_off.Lol_per.Ran_rep.Ran_acr.Hol_lan"
1.5,"Tar_off.Lol_per.Ran_rep.Ran_acr.Car_hir"
1.5,"Tar_off.Lol_per.Ran_rep.Her_sph.Hol_lan"
1.5,"Tar_off.Lol_per.Ran_rep.Her_sph.Car_hir"
1.5,"Tar_off.Lol_per.Ran_rep.Hol_lan.Car_hir"
1.5,"Tar_off.Lol_per.Ran_acr.Bro_hor.Her_sph"
1.5,"Tar_off.Lol_per.Ran_acr.Bro_hor.Hol_lan"
1.5,"Tar_off.Lol_per.Ran_acr.Pla_lan.Her_sph"
1.5,"Tar_off.Lol_per.Ran_acr.Pla_lan.Hol_lan"
1.5,"Tar_off.Lol_per.Ran_acr.Pla_lan.Car_hir"
1.5,"Tar_off.Lol_per.Ran_acr.Her_sph.Hol_lan"
1.5,"Tar_off.Lol_per.Ran_acr.Her_sph.Hel_pub"
1.5,"Tar_off.Lol_per.Ran_acr.Hol_lan.Hel_pub"
1.5,"Tar_off.Lol_per.Ran_acr.Hol_lan.Car_hir"
1.5,"Tar_off.Lol_per.Bro_hor.Her_sph.Hol_lan"
1.5,"Tar_off.Lol_per.Bro_hor.Hol_lan.Car_hir"
1.5,"Tar_off.Lol_per.Pla_lan.Her_sph.Hol_lan"
1.5,"Tar_off.Lol_per.Pla_lan.Hol_lan.Car_hir"
1.5,"Tar_off.Lol_per.Her_sph.Hol_lan.Hel_pub"
1.5,"Tar_off.Lol_per.Her_sph.Hol_lan.Car_hir"
1.5,"Tar_off.Arr_ela.Tri_fla.Ely_rep.Ran_acr"
1.5,"Tar_off.Arr_ela.Tri_fla.Ely_rep.Her_sph"
1.5,"Tar_off.Arr_ela.Tri_fla.Ely_rep.Hol_lan"
1.5,"Tar_off.Arr_ela.Tri_fla.Ran_acr.Her_sph"
1.5,"Tar_off.Arr_ela.Tri_fla.Ran_acr.Hol_lan"
1.5,"Tar_off.Arr_ela.Tri_fla.Her_sph.Hol_lan"
1.5,"Tar_off.Arr_ela.Ely_rep.Ran_acr.Her_sph"
1.5,"Tar_off.Arr_ela.Ely_rep.Ran_acr.Hol_lan"
1.5,"Tar_off.Arr_ela.Ely_rep.Her_sph.Hol_lan"
1.5,"Tar_off.Arr_ela.Ely_rep.Her_sph.Car_hir"
1.5,"Tar_off.Arr_ela.Ely_rep.Hol_lan.Car_hir"
1.5,"Tar_off.Arr_ela.Ran_acr.Her_sph.Hol_lan"
1.5,"Tar_off.Arr_ela.Her_sph.Hol_lan.Car_hir"
1.5,"Tar_off.Fes_rub.Tri_fla.Ely_rep.Ran_acr"
1.5,"Tar_off.Fes_rub.Tri_fla.Ely_rep.Her_sph"
1.5,"Tar_off.Fes_rub.Tri_fla.Ely_rep.Hol_lan"
1.5,"Tar_off.Fes_rub.Tri_fla.Ran_acr.Her_sph"
1.5,"Tar_off.Fes_rub.Tri_fla.Ran_acr.Hol_lan"
1.5,"Tar_off.Fes_rub.Tri_fla.Ran_acr.Car_hir"
1.5,"Tar_off.Fes_rub.Tri_fla.Her_sph.Hol_lan"
1.5,"Tar_off.Fes_rub.Ely_rep.Ran_acr.Her_sph"
1.5,"Tar_off.Fes_rub.Ely_rep.Ran_acr.Hol_lan"
1.5,"Tar_off.Fes_rub.Ely_rep.Her_sph.Hol_lan"
1.5,"Tar_off.Fes_rub.Ely_rep.Her_sph.Car_hir"
1.5,"Tar_off.Fes_rub.Ely_rep.Hol_lan.Car_hir"
1.5,"Tar_off.Fes_rub.Ran_acr.Her_sph.Hol_lan"
1.5,"Tar_off.Fes_rub.Ran_acr.Her_sph.Car_hir"
1.5,"Tar_off.Fes_rub.Ran_acr.Hol_lan.Car_hir"
1.5,"Tar_off.Fes_rub.Her_sph.Hol_lan.Car_hir"
1.5,"Tar_off.Fes_pra.Tri_fla.Ely_rep.Ran_acr"
1.5,"Tar_off.Fes_pra.Tri_fla.Ely_rep.Her_sph"
1.5,"Tar_off.Fes_pra.Tri_fla.Ely_rep.Hol_lan"
1.5,"Tar_off.Fes_pra.Tri_fla.Ran_acr.Her_sph"
1.5,"Tar_off.Fes_pra.Tri_fla.Ran_acr.Hol_lan"
1.5,"Tar_off.Fes_pra.Tri_fla.Ran_acr.Car_hir"
1.5,"Tar_off.Fes_pra.Tri_fla.Her_sph.Hol_lan"
1.5,"Tar_off.Fes_pra.Ely_rep.Ran_acr.Her_sph"
1.5,"Tar_off.Fes_pra.Ely_rep.Ran_acr.Hol_lan"
1.5,"Tar_off.Fes_pra.Ely_rep.Ran_acr.Car_hir"
1.5,"Tar_off.Fes_pra.Ely_rep.Her_sph.Hol_lan"
1.5,"Tar_off.Fes_pra.Ely_rep.Her_sph.Car_hir"
1.5,"Tar_off.Fes_pra.Ely_rep.Hol_lan.Car_hir"
1.5,"Tar_off.Fes_pra.Ran_acr.Her_sph.Hol_lan"
1.5,"Tar_off.Fes_pra.Ran_acr.Her_sph.Car_hir"
1.5,"Tar_off.Fes_pra.Ran_acr.Hol_lan.Car_hir"
1.5,"Tar_off.Fes_pra.Her_sph.Hol_lan.Car_hir"
1.5,"Tar_off.Tri_fla.Ely_rep.Tri_pra.Ran_acr"
1.5,"Tar_off.Tri_fla.Ely_rep.Tri_pra.Her_sph"
1.5,"Tar_off.Tri_fla.Ely_rep.Tri_pra.Hol_lan"
1.5,"Tar_off.Tri_fla.Ely_rep.Ran_rep.Ran_acr"
1.5,"Tar_off.Tri_fla.Ely_rep.Ran_rep.Her_sph"
1.5,"Tar_off.Tri_fla.Ely_rep.Ran_rep.Hol_lan"
1.5,"Tar_off.Tri_fla.Ely_rep.Bro_ere.Her_sph"
1.5,"Tar_off.Tri_fla.Ely_rep.Ran_acr.Bro_hor"
1.5,"Tar_off.Tri_fla.Ely_rep.Ran_acr.Pla_lan"
1.5,"Tar_off.Tri_fla.Ely_rep.Ran_acr.Her_sph"
1.5,"Tar_off.Tri_fla.Ely_rep.Ran_acr.Hol_lan"
1.5,"Tar_off.Tri_fla.Ely_rep.Ran_acr.Hel_pub"
1.5,"Tar_off.Tri_fla.Ely_rep.Ran_acr.Bra_pin"
1.5,"Tar_off.Tri_fla.Ely_rep.Bro_hor.Her_sph"
1.5,"Tar_off.Tri_fla.Ely_rep.Bro_hor.Hol_lan"
1.5,"Tar_off.Tri_fla.Ely_rep.Pla_lan.Her_sph"
1.5,"Tar_off.Tri_fla.Ely_rep.Pla_lan.Hol_lan"
